,molecule_chembl_id,smiles,standard_type,standard_relation,standard_value,standard_units,pchembl_value,base_rdkit_smiles,molecular_weight
6062,CHEMBL3664674,CC(C)n1ccc(-c2ccc([C@H](C)N3CC[C@](CC(C)(C)O)(c4ccccc4)OC3=O)cc2)cc1=O,IC50,'=',47000.0,nM,4.33,CC(C)n1ccc(-c2ccc([C@H](C)N3CC[C@](CC(C)(C)O)(c4ccccc4)OC3=O)cc2)cc1=O,488.63
6064,CHEMBL3969750,CNC(C)C(=O)Nc1ccc(-c2c(-c3ccncc3)nc3cc(C)ccn23)c(C#Cc2ccc(-c3ccon3)cc2)n1,IC50,'=',400.0,nM,6.4,CNC(C)C(=O)Nc1ccc(-c2c(-c3ccncc3)nc3cc(C)ccn23)c(C#Cc2ccc(-c3ccon3)cc2)n1,553.63
6068,CHEMBL3664677,CCn1c(C)cc(-c2ccc([C@H](C)N3CC[C@](CC(C)(C)O)(c4ccccc4)OC3=O)cc2)cc1=O,IC50,'=',35000.0,nM,4.46,CCn1c(C)cc(-c2ccc([C@H](C)N3CC[C@](CC(C)(C)O)(c4ccccc4)OC3=O)cc2)cc1=O,488.63
6069,CHEMBL3127509,CC(C)n1cc(S(=O)(=O)c2ccc(NC(=O)[C@@H]3C[C@H]3c3cccnc3)cc2)cn1,IC50,'=',1000.0,nM,6.0,CC(C)n1cc(S(=O)(=O)c2ccc(NC(=O)[C@@H]3C[C@H]3c3cccnc3)cc2)cn1,410.5
6070,CHEMBL120797,Nc1ccc(S(=O)(=O)N(Cc2ccccc2)c2ccnn2-c2ccccc2)cc1,IC50,'=',55000.0,nM,4.26,Nc1ccc(S(=O)(=O)N(Cc2ccccc2)c2ccnn2-c2ccccc2)cc1,404.5
6074,CHEMBL331431,NCCc1ccc(S(=O)(=O)N(CCCO)c2ccnn2-c2ccccc2)cc1,IC50,'=',10000.0,nM,5.0,NCCc1ccc(S(=O)(=O)N(CCCO)c2ccnn2-c2ccccc2)cc1,400.5
6075,CHEMBL2419525,O=C(NCc1ccc(S(=O)(=O)C2CCN(C3CCOCC3)CC2)cc1)N1Cc2ccncc2C1,IC50,'=',270.0,nM,6.57,O=C(NCc1ccc(S(=O)(=O)C2CCN(C3CCOCC3)CC2)cc1)N1Cc2ccncc2C1,484.62
6078,CHEMBL4063337,Cl.NCc1ccnc(Oc2cccc(C(=O)N3C[C@@H](O)[C@H](F)C3)c2)c1,IC50,'=',1700.0,nM,5.77,NCc1ccnc(Oc2cccc(C(=O)N3C[C@@H](O)[C@H](F)C3)c2)c1,367.81
6082,CHEMBL230964,O=C(Cn1ccnc1)c1ccc(-c2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)cn1,IC50,'=',8000.0,nM,5.1,O=C(Cn1ccnc1)c1ccc(-c2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)cn1,447.43
6111,CHEMBL1171709,Cc1ccc2c(N3CCN(CCc4ccc(F)cc4)CC3)cccc2n1,IC50,'=',31622.78,nM,4.5,Cc1ccc2c(N3CCN(CCc4ccc(F)cc4)CC3)cccc2n1,349.45
6117,CHEMBL1171896,Cc1ccc2c(N3CCN(CCc4ccccc4)CC3)cccc2n1,IC50,'=',39810.72,nM,4.4,Cc1ccc2c(N3CCN(CCc4ccccc4)CC3)cccc2n1,331.46
6123,CHEMBL164261,CCN1c2ncc(CSc3cc(C)nc(C)c3)cc2C(=O)Nc2c(C)cc(Cl)nc21,IC50,'=',2600.0,nM,5.58,CCN1c2ncc(CSc3cc(C)nc(C)c3)cc2C(=O)Nc2c(C)cc(Cl)nc21,439.97
6125,CHEMBL365062,NCc1ccc(F)c(C2CCN(C(=O)c3cc(C(N)=O)cc(-c4nc(-c5cccs5)no4)c3)CC2)c1,IC50,'=',5380.0,nM,5.27,NCc1ccc(F)c(C2CCN(C(=O)c3cc(C(N)=O)cc(-c4nc(-c5cccs5)no4)c3)CC2)c1,505.58
6127,CHEMBL2017280,COc1cc2c(Nc3ccccc3C(=O)N3CCCCC3)c(C(N)=O)cnc2cc1-c1c(C)noc1C,IC50,'=',8500.0,nM,5.07,COc1cc2c(Nc3ccccc3C(=O)N3CCCCC3)c(C(N)=O)cnc2cc1-c1c(C)noc1C,499.57
6128,CHEMBL1208961,C[C@@H](Oc1cc(-n2cnc3cc(-c4ccnc(NCCN(C)C)c4)ccc32)sc1C(N)=O)c1ccccc1C(F)(F)F,IC50,'=',900.0,nM,6.05,C[C@@H](Oc1cc(-n2cnc3cc(-c4ccnc(NCCN(C)C)c4)ccc32)sc1C(N)=O)c1ccccc1C(F)(F)F,594.66
6129,CHEMBL1208963,C[C@@H](Oc1cc(-n2cnc3cc(-c4ccnc(NCCO)c4)ccc32)sc1C(N)=O)c1ccccc1Cl,IC50,'=',200.0,nM,6.7,C[C@@H](Oc1cc(-n2cnc3cc(-c4ccnc(NCCO)c4)ccc32)sc1C(N)=O)c1ccccc1Cl,534.04
6133,CHEMBL426851,CNc1nc2ccccc2n1Cc1sc2c(c1C(=O)N1CC[C@@H](O)C1)c(=O)n(C)c(=O)n2CC(C)C,IC50,'=',11000.0,nM,4.96,CNc1nc2ccccc2n1Cc1sc2c(c1C(=O)N1CC[C@@H](O)C1)c(=O)n(C)c(=O)n2CC(C)C,510.62
6134,CHEMBL205092,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3c[nH]c4ncccc34)sc21,IC50,'=',35000.0,nM,4.46,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3c[nH]c4ncccc34)sc21,481.58
6135,CHEMBL4165248,COc1ccc(-c2c(C)nn3c(C(F)(F)F)cc(C)nc23)cc1F,IC50,'=',27000.0,nM,4.57,COc1ccc(-c2c(C)nn3c(C(F)(F)F)cc(C)nc23)cc1F,339.29
6136,CHEMBL371409,NC(=O)Cn1c(=O)c(CCO)c(-c2cc(Cl)ccc2O)c2cc(C(F)(F)F)ccc21,IC50,'=',16000.0,nM,4.8,NC(=O)Cn1c(=O)c(CCO)c(-c2cc(Cl)ccc2O)c2cc(C(F)(F)F)ccc21,440.81
6145,CHEMBL112532,CCCCOc1ccc(-n2ccnc2)cc1,IC50,'=',96.0,nM,7.02,CCCCOc1ccc(-n2ccnc2)cc1,216.28
6172,CHEMBL1784698,COC(=O)c1ccc(OC)c(NS(=O)(=O)c2ccc(OC)cc2)c1,EC50,'=',39810.72,nM,4.4,COC(=O)c1ccc(OC)c(NS(=O)(=O)c2ccc(OC)cc2)c1,351.38
6195,CHEMBL2018908,CCCCCCCSc1nc2cc(OC)ccc2[nH]1,IC50,'=',4570.0,nM,5.34,CCCCCCCSc1nc2cc(OC)ccc2[nH]1,278.42
6200,CHEMBL3408940,CN1CCN(c2ccc(/C=C/c3n[nH]c4cc([C@@H]5C[C@@]56C(=O)N(C)c5ccccc56)ccc34)cn2)CC1,IC50,'=',3800.0,nM,5.42,CN1CCN(c2ccc(/C=C/c3n[nH]c4cc([C@@H]5C[C@@]56C(=O)N(C)c5ccccc56)ccc34)cn2)CC1,490.61
6201,CHEMBL3408942,CN(C)Cc1ccc(/C=C/c2n[nH]c3cc([C@@H]4C[C@@]45C(=O)N(C)c4ccccc45)ccc23)cc1,IC50,'=',2600.0,nM,5.58,CN(C)Cc1ccc(/C=C/c2n[nH]c3cc([C@@H]4C[C@@]45C(=O)N(C)c4ccccc45)ccc23)cc1,448.57
6202,CHEMBL3353354,O=C1Nc2ccccc2[C@]12C[C@H]2c1ccc2c(/C=C/c3ccc(CN4CCOCC4)cc3)n[nH]c2c1,IC50,'=',700.0,nM,6.16,O=C1Nc2ccccc2[C@]12C[C@H]2c1ccc2c(/C=C/c3ccc(CN4CCOCC4)cc3)n[nH]c2c1,476.58
6210,CHEMBL237037,O=C(CCc1cnc(-c2ccc(O)cn2)s1)Nc1ccccc1C(=O)O,IC50,'=',5700.0,nM,5.24,O=C(CCc1cnc(-c2ccc(O)cn2)s1)Nc1ccccc1C(=O)O,369.4
6211,CHEMBL236163,Cc1c(CCC(=O)Nc2ccccc2C(=O)O)cnn1-c1ccc(O)cc1,IC50,'=',15000.0,nM,4.82,Cc1c(CCC(=O)Nc2ccccc2C(=O)O)cnn1-c1ccc(O)cc1,365.39
6215,CHEMBL392464,CC(=O)N1CCC(C(=O)N2C[C@@H](c3nc(C(C)(C)c4cc(C(F)(F)F)cc(C(F)(F)F)c4)no3)[C@H](c3ccc(F)cc3C)C2)CC1,IC50,'=',89000.0,nM,4.05,CC(=O)N1CCC(C(=O)N2C[C@@H](c3nc(C(C)(C)c4cc(C(F)(F)F)cc(C(F)(F)F)c4)no3)[C@H](c3ccc(F)cc3C)C2)CC1,654.63
6216,CHEMBL235952,O=C(CCc1ccc(-c2ccc(O)cn2)cc1)Nc1ccccc1C(=O)O,IC50,'=',1600.0,nM,5.8,O=C(CCc1ccc(-c2ccc(O)cn2)cc1)Nc1ccccc1C(=O)O,362.39
6217,CHEMBL355905,CSc1nc2ccccn2c(=N)c1S(=O)(=O)c1ccccc1,IC50,'=',24200.0,nM,4.62,CSc1nc2ccccn2c(=N)c1S(=O)(=O)c1ccccc1,331.42
6222,CHEMBL3298907,CCc1nc2cc(Cl)ccn2c1C(=O)NCc1ccc(N2CCC(c3ccc(Cl)cc3)CC2)cc1,IC50,'=',190.0,nM,6.72,CCc1nc2cc(Cl)ccn2c1C(=O)NCc1ccc(N2CCC(c3ccc(Cl)cc3)CC2)cc1,507.47
6224,CHEMBL2047879,Nc1ncnc2c(C(=O)Nc3c(Cl)ccc(NS(=O)(=O)CCCF)c3F)csc12,IC50,'=',9000.0,nM,5.05,Nc1ncnc2c(C(=O)Nc3c(Cl)ccc(NS(=O)(=O)CCCF)c3F)csc12,461.9
6227,CHEMBL150999,CCCCOc1ccc(-c2ncc[nH]2)cc1,IC50,'=',27200.0,nM,4.57,CCCCOc1ccc(-c2ncc[nH]2)cc1,216.28
6234,CHEMBL408962,CN(C)C(=O)C(=O)N(C)[C@H]1CCCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O,IC50,'=',75000.0,nM,4.12,CN(C)C(=O)C(=O)N(C)[C@H]1CCCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O,459.48
6236,CHEMBL2017274,COc1cc2c(Nc3ccccc3C(C)(C)C)c(C(N)=O)cnc2cc1-c1c(C)noc1C,IC50,'=',1200.0,nM,5.92,COc1cc2c(Nc3ccccc3C(C)(C)C)c(C(N)=O)cnc2cc1-c1c(C)noc1C,444.54
6237,CHEMBL3639728,COc1ncc(F)cc1CNc1ccc(Cc2c[nH]c3ncc(C)cc23)c(F)n1,IC50,'=',5000.0,nM,5.3,COc1ncc(F)cc1CNc1ccc(Cc2c[nH]c3ncc(C)cc23)c(F)n1,395.41
6240,CHEMBL375955,O=C(NCc1ccncc1)c1cnc(Nc2cccc(Cl)c2)nc1C(F)(F)F,IC50,'=',900.0,nM,6.05,O=C(NCc1ccncc1)c1cnc(Nc2cccc(Cl)c2)nc1C(F)(F)F,407.78
6241,CHEMBL1235,CCNCc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,IC50,'=',58000.0,nM,4.24,CCNCc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,327.82
6246,CHEMBL3289803,Nc1nc2ccc(C(F)(F)F)cc2n1CC(O)c1ccc(C(F)(F)F)cc1Cl,IC50,'=',27900.0,nM,4.55,Nc1nc2ccc(C(F)(F)F)cc2n1CC(O)c1ccc(C(F)(F)F)cc1Cl,423.74
6248,CHEMBL2011113,CC(=O)N1CCN(c2nc(NCc3ccc(Cl)cc3)c3c(n2)C(=O)N(C(C)C)C3)CC1,IC50,'=',2400.0,nM,5.62,CC(=O)N1CCN(c2nc(NCc3ccc(Cl)cc3)c3c(n2)C(=O)N(C(C)C)C3)CC1,442.95
6249,CHEMBL244239,COc1ccc(CCN(C)CCNC(=O)c2ccccc2NC(=O)c2cnc3ccccc3c2)cc1OC,IC50,'=',2080.0,nM,5.68,COc1ccc(CCN(C)CCNC(=O)c2ccccc2NC(=O)c2cnc3ccccc3c2)cc1OC,512.61
6250,CHEMBL2070143,CCCS(=O)(=O)c1ccc2[nH]c(-c3cccc(OC(F)(F)F)c3)nc2c1,IC50,'=',5600.0,nM,5.25,CCCS(=O)(=O)c1ccc2[nH]c(-c3cccc(OC(F)(F)F)c3)nc2c1,384.38
6251,CHEMBL1651219,O=C(O)c1cc(-c2cccc(COc3ccc4c(=O)n(C5CCCC5)sc4c3)c2)ccc1Cl,IC50,'=',4000.0,nM,5.4,O=C(O)c1cc(-c2cccc(COc3ccc4c(=O)n(C5CCCC5)sc4c3)c2)ccc1Cl,479.99
6254,CHEMBL465451,Nc1c(C(=O)NCC(O)(CN(CCO)C(=O)c2c(Cl)cccc2Cl)C(F)(F)F)cnn1-c1ccc(F)cc1,IC50,'=',3000.0,nM,5.52,Nc1c(C(=O)NCC(O)(CN(CCO)C(=O)c2c(Cl)cccc2Cl)C(F)(F)F)cnn1-c1ccc(F)cc1,578.35
6259,CHEMBL460178,COC1CCc2cc(-c3cccnc3)ccc2C1,IC50,'=',16300.0,nM,4.79,COC1CCc2cc(-c3cccnc3)ccc2C1,239.32
6267,CHEMBL456390,O=C1CCc2cc(-c3cncc4ccccc34)ccc2N1,IC50,'=',2900.0,nM,5.54,O=C1CCc2cc(-c3cncc4ccccc34)ccc2N1,274.32
6271,CHEMBL81,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,IC50,'=',2000.0,nM,5.7,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,473.59
6275,CHEMBL359116,CCCCOc1ccc(-c2cc[nH]c2)cc1,IC50,'=',25000.0,nM,4.6,CCCCOc1ccc(-c2cc[nH]c2)cc1,215.3
6286,CHEMBL475534,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,IC50,'=',300.0,nM,6.52,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,360.37
6345,CHEMBL521355,COc1ccc(Cl)cc1N1CCN(C(=O)c2ccc(C(=O)C(F)(F)F)s2)CC1,IC50,'=',1800.0,nM,5.75,COc1ccc(Cl)cc1N1CCN(C(=O)c2ccc(C(=O)C(F)(F)F)s2)CC1,432.85
6346,CHEMBL485967,CC(NC(=O)c1ccc(C(=O)C(F)(F)F)s1)c1cccc2ccccc12,IC50,'=',17000.0,nM,4.77,CC(NC(=O)c1ccc(C(=O)C(F)(F)F)s1)c1cccc2ccccc12,377.39
6347,CHEMBL487370,COc1cccc(N2CCN(C(=O)c3ccc(C(=O)C(F)(F)F)s3)CC2)c1,IC50,'=',5000.0,nM,5.3,COc1cccc(N2CCN(C(=O)c3ccc(C(=O)C(F)(F)F)s3)CC2)c1,398.41
6355,CHEMBL3353341,COc1ccc2c(c1)[C@]1(C[C@H]1c1ccc3c(/C=C/c4ccc(N5CCN(C)CC5)nc4)n[nH]c3c1)C(=O)N2,IC50,'=',2000.0,nM,5.7,COc1ccc2c(c1)[C@]1(C[C@H]1c1ccc3c(/C=C/c4ccc(N5CCN(C)CC5)nc4)n[nH]c3c1)C(=O)N2,506.61
6367,CHEMBL444533,O=C(NCC(F)(F)F)[C@@H]1CN(Cc2ccc(-c3ccccc3)o2)CCN1C[C@@H](O)C[C@@H](Cc1cccnc1)C(=O)N[C@H]1c2ccccc2OC[C@H]1O,IC50,'=',83900.0,nM,4.08,O=C(NCC(F)(F)F)[C@@H]1CN(Cc2ccc(-c3ccccc3)o2)CCN1C[C@@H](O)C[C@@H](Cc1cccnc1)C(=O)N[C@H]1c2ccccc2OC[C@H]1O,721.78
6370,CHEMBL3359014,O=C(O)c1ccccc1NC(=O)N1C[C@H]2C[C@@H](c3ccccc3C(F)(F)F)C[C@H]2C1,IC50,'=',340.0,nM,6.47,O=C(O)c1ccccc1NC(=O)N1C[C@H]2C[C@@H](c3ccccc3C(F)(F)F)C[C@H]2C1,418.42
6371,CHEMBL112532,CCCCOc1ccc(-n2ccnc2)cc1,IC50,'=',96.0,nM,7.02,CCCCOc1ccc(-n2ccnc2)cc1,216.28
6384,CHEMBL2017269,Cc1noc(C)c1-c1ccc2c(Nc3ccccc3C(C)(C)C)c(C(=O)O)cnc2c1,IC50,'=',10000.0,nM,5.0,Cc1noc(C)c1-c1ccc2c(Nc3ccccc3C(C)(C)C)c(C(=O)O)cnc2c1,415.49
6423,CHEMBL205807,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3c[nH]c4ccccc34)sc21,IC50,'=',1400.0,nM,5.85,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3c[nH]c4ccccc34)sc21,480.59
6503,CHEMBL1171008,O=C(O)c1ccccc1Oc1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1,IC50,'=',21379.62,nM,4.67,O=C(O)c1ccccc1Oc1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1,473.72
6532,CHEMBL204476,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3cccc4ncccc34)sc21,IC50,'=',6000.0,nM,5.22,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3cccc4ncccc34)sc21,492.6
6533,CHEMBL42,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,IC50,'=',21200.0,nM,4.67,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,326.83
6545,CHEMBL4225659,CC(=O)N[C@@H](C)/C=C/c1ccc(Oc2ccc3nc(C(C)C)sc3c2Cl)nc1,IC50,'=',13000.0,nM,4.89,CC(=O)N[C@@H](C)/C=C/c1ccc(Oc2ccc3nc(C(C)C)sc3c2Cl)nc1,415.95
6552,CHEMBL4224858,CC(=O)N[C@@H](C)/C=C/c1ccc(Oc2ccc(OCC3CC3)cc2Cl)nc1,IC50,'=',9500.0,nM,5.02,CC(=O)N[C@@H](C)/C=C/c1ccc(Oc2ccc(OCC3CC3)cc2Cl)nc1,386.88
6553,CHEMBL3984743,CC(C)COC(=O)[C@H](Cn1ccnc1)NC(=O)c1ccc(-c2ccccc2F)cc1,IC50,'=',2360.0,nM,5.63,CC(C)COC(=O)[C@H](Cn1ccnc1)NC(=O)c1ccc(-c2ccccc2F)cc1,409.46
6564,CHEMBL485629,O=C(NC1CC1)c1cn(-c2cccc(C#Cc3ccc[n+]([O-])c3)c2)c2ncccc2c1=O,IC50,'=',40000.0,nM,4.4,O=C(NC1CC1)c1cn(-c2cccc(C#Cc3ccc[n+]([O-])c3)c2)c2ncccc2c1=O,422.44
6567,CHEMBL481363,Cc1cc(C)c(NC(=O)Nc2cc3ccccc3cc2C(=O)NC2(C(=O)O)CCCCCC2)c(C)c1,IC50,'=',4100.0,nM,5.39,Cc1cc(C)c(NC(=O)Nc2cc3ccccc3cc2C(=O)NC2(C(=O)O)CCCCCC2)c(C)c1,487.6
6573,CHEMBL1208959,C[C@@H](Oc1cc(-n2cnc3cc(-c4ccnc(N5CCN(C)CC5)c4)ccc32)sc1C(N)=O)c1ccccc1C(F)(F)F,IC50,'=',200.0,nM,6.7,C[C@@H](Oc1cc(-n2cnc3cc(-c4ccnc(N5CCN(C)CC5)c4)ccc32)sc1C(N)=O)c1ccccc1C(F)(F)F,606.67
6575,CHEMBL1947144,COc1ccc2c(-n3c(=O)n(Cc4cccc([C@@]5(C)OC(=O)NC5=O)c4)c4ccccc43)noc2c1,IC50,'=',2000.0,nM,5.7,COc1ccc2c(-n3c(=O)n(Cc4cccc([C@@]5(C)OC(=O)NC5=O)c4)c4ccccc43)noc2c1,484.47
6577,CHEMBL3422013,C[C@@H]1c2nnc(-c3csc(C(F)(F)F)n3)n2CCN1C(=O)c1ccc(-c2cccs2)cc1,IC50,'=',5000.0,nM,5.3,C[C@@H]1c2nnc(-c3csc(C(F)(F)F)n3)n2CCN1C(=O)c1ccc(-c2cccs2)cc1,475.52
6578,CHEMBL1076192,Cc1cccc(C)c1CNc1nccc2c1cc(C)n2C,IC50,'=',66000.0,nM,4.18,Cc1cccc(C)c1CNc1nccc2c1cc(C)n2C,279.39
6581,CHEMBL409494,Nc1ccccc1NC(=O)c1ccc(C2CCN(CCC(=O)Nc3ccccc3F)CC2)cc1,IC50,'=',10000.0,nM,5.0,Nc1ccccc1NC(=O)c1ccc(C2CCN(CCC(=O)Nc3ccccc3F)CC2)cc1,460.55
6587,CHEMBL1208962,C[C@@H](Oc1cc(-n2cnc3cc(-c4ccnc(NCCS(C)(=O)=O)c4)ccc32)sc1C(N)=O)c1ccccc1Cl,IC50,'=',1700.0,nM,5.77,C[C@@H](Oc1cc(-n2cnc3cc(-c4ccnc(NCCS(C)(=O)=O)c4)ccc32)sc1C(N)=O)c1ccccc1Cl,596.13
6588,CHEMBL1208964,C[C@@H](Oc1cc(-n2cnc3cc(-c4ccnc(NC5CCN(C)CC5)c4)ccc32)sc1C(N)=O)c1ccccc1Cl,IC50,'=',4300.0,nM,5.37,C[C@@H](Oc1cc(-n2cnc3cc(-c4ccnc(NC5CCN(C)CC5)c4)ccc32)sc1C(N)=O)c1ccccc1Cl,587.15
6596,CHEMBL2152252,CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(F)c3F)c2)cnc1N,IC50,'=',591.0,nM,6.23,CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(F)c3F)c2)cnc1N,453.86
6599,CHEMBL2011127,CC(=O)N1CCN(c2nc3c(c(N(C)Cc4cc5ccccc5cn4)n2)CN(C(C)C)C3=O)CC1,IC50,'=',7000.0,nM,5.16,CC(=O)N1CCN(c2nc3c(c(N(C)Cc4cc5ccccc5cn4)n2)CN(C(C)C)C3=O)CC1,473.58
6606,CHEMBL3394719,CC(C)CN1CCC(S(=O)(=O)c2ccc(CNC(=O)c3cc4ccncc4o3)cc2)CC1,IC50,'=',190.0,nM,6.72,CC(C)CN1CCC(S(=O)(=O)c2ccc(CNC(=O)c3cc4ccncc4o3)cc2)CC1,455.58
6607,CHEMBL3734797,Cc1noc([C@H]2C[C@@H]2C(=O)NCc2ccc(-c3cccc(OC(F)(F)F)c3)c3c2CN(C(=O)NC(C)(C)C)CC3)n1,IC50,'=',1500.0,nM,5.82,Cc1noc([C@H]2C[C@@H]2C(=O)NCc2ccc(-c3cccc(OC(F)(F)F)c3)c3c2CN(C(=O)NC(C)(C)C)CC3)n1,571.6
6616,CHEMBL2059519,CCc1c(CCCC(=O)O)cccc1-c1nnc(-c2ccc(OC(C)C)c(C#N)c2)o1,IC50,'=',7943.28,nM,5.1,CCc1c(CCCC(=O)O)cccc1-c1nnc(-c2ccc(OC(C)C)c(C#N)c2)o1,419.48
6618,CHEMBL1650522,FC(F)(F)c1ccccc1-c1cc(Cl)c2[nH]c(C3=NOC4(CCCCC4)C3)nc2c1,IC50,'=',6000.0,nM,5.22,FC(F)(F)c1ccccc1-c1cc(Cl)c2[nH]c(C3=NOC4(CCCCC4)C3)nc2c1,433.86
6620,CHEMBL4067000,CC(C)(O)c1cncc(-n2ncc3c(C(F)(F)F)cccc32)c1,IC50,'=',9100.0,nM,5.04,CC(C)(O)c1cncc(-n2ncc3c(C(F)(F)F)cccc32)c1,321.3
6635,CHEMBL226385,O=C(NCC1CCOCC1)c1cnc(Nc2cccc(Cl)c2)nc1C(F)(F)F,IC50,'=',18000.0,nM,4.75,O=C(NCC1CCOCC1)c1cnc(Nc2cccc(Cl)c2)nc1C(F)(F)F,414.82
6656,CHEMBL2170630,N#Cc1cccc(C(=O)N2CCC(c3ccc(C(=O)NC(=N)N)cc3C(F)(F)F)CC2)c1,IC50,'=',19000.0,nM,4.72,N#Cc1cccc(C(=O)N2CCC(c3ccc(C(=O)NC(=N)N)cc3C(F)(F)F)CC2)c1,443.43
6662,CHEMBL2393188,O=C(NCc1cncnc1)Nc1ccc(S(=O)(=O)c2ccccc2)cc1,IC50,'=',149.0,nM,6.83,O=C(NCc1cncnc1)Nc1ccc(S(=O)(=O)c2ccccc2)cc1,368.42
6682,CHEMBL3892579,O=C(Nc1ccc(F)cc1)N1N=C(c2ccncc2)CC1c1ccc(F)cc1,IC50,'=',1800.0,nM,5.75,O=C(Nc1ccc(F)cc1)N1N=C(c2ccncc2)CC1c1ccc(F)cc1,378.38
6689,CHEMBL2170617,Cn1ccnc1C(=O)N1CCC(c2ccc(C(=O)NC(=N)N)cc2C(F)(F)F)CC1,IC50,'=',18000.0,nM,4.75,Cn1ccnc1C(=O)N1CCC(c2ccc(C(=O)NC(=N)N)cc2C(F)(F)F)CC1,422.41
6798,CHEMBL3359017,O=C(O)c1cc(F)ccc1NC(=O)N1C[C@H]2C[C@@H](c3ccccc3C(F)(F)F)C[C@H]2C1,IC50,'=',330.0,nM,6.48,O=C(O)c1cc(F)ccc1NC(=O)N1C[C@H]2C[C@@H](c3ccccc3C(F)(F)F)C[C@H]2C1,436.4
6811,CHEMBL3330442,O=C(NC[C@@H]1OC(=O)N2c3ccc(N4CCOCC4=O)cc3OC[C@@H]12)c1ccc(Cl)s1,IC50,'=',43230.0,nM,4.36,O=C(NC[C@@H]1OC(=O)N2c3ccc(N4CCOCC4=O)cc3OC[C@@H]12)c1ccc(Cl)s1,463.9
6815,CHEMBL2387507,O=c1[nH]c2cc(-c3ccccc3Cl)ccc2c2[nH]c(-c3c(F)cccc3Cl)nc12,IC50,'=',21000.0,nM,4.68,O=c1[nH]c2cc(-c3ccccc3Cl)ccc2c2[nH]c(-c3c(F)cccc3Cl)nc12,424.26
6822,CHEMBL3086078,Cc1c(Cc2cccc(NS(N)(=O)=O)c2F)c(=O)oc2cc(OC(=O)N(C)C)c(F)cc12,IC50,'=',12000.0,nM,4.92,Cc1c(Cc2cccc(NS(N)(=O)=O)c2F)c(=O)oc2cc(OC(=O)N(C)C)c(F)cc12,467.45
6824,CHEMBL3706621,CC(C)(c1ncc(-c2ccccn2)o1)N1CCN(C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)[C@H](C(=O)NCC(F)(F)F)C1,IC50,'=',28000.0,nM,4.55,CC(C)(c1ncc(-c2ccccn2)o1)N1CCN(C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)[C@H](C(=O)NCC(F)(F)F)C1,750.82
6825,CHEMBL3673973,Cc1cnc2[nH]cc(Cc3cnc(NCc4ccc(C(F)(F)F)nc4)c(F)c3)c2c1,IC50,'=',5000.0,nM,5.3,Cc1cnc2[nH]cc(Cc3cnc(NCc4ccc(C(F)(F)F)nc4)c(F)c3)c2c1,415.39
6832,CHEMBL220360,C[C@H](NC(=O)C(C)(C)Oc1ccc(C(F)(F)F)cn1)[C@@H](Cc1ccc(Cl)cc1)c1cccc(C#N)c1,IC50,'=',0.93,nM,9.03,C[C@H](NC(=O)C(C)(C)Oc1ccc(C(F)(F)F)cn1)[C@@H](Cc1ccc(Cl)cc1)c1cccc(C#N)c1,515.96
6837,CHEMBL2018923,COc1ccc2[nH]c(SCc3cccc(-c4ccccc4)c3)nc2c1,IC50,'=',820.0,nM,6.09,COc1ccc2[nH]c(SCc3cccc(-c4ccccc4)c3)nc2c1,346.46
